"","mObjID","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you been surveyed in the last 2 weeks?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date","Are you of Aboriginal or Torres Strait Islander origin?","Do you identify as a TO in this region?","mLong","mLat","exObjID","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","Did anything detract from the experience you had at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.x","exLong","exLat","exActivityType","nexObjID","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","Did anything detract from your experience at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.y","nexLong","nexLat","nexActivityType","aObjID","aGlobID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number and/or name","Comments"
"154",133,"f5deb850-9c45-49ed-ba4f-68861d2d8004","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 3:50:18 AM",NA,NA,121.894158124553,-33.8679914352807,124,"f5deb850-9c45-49ed-ba4f-68861d2d8004","Boat","2/16/2022 3:51:23 AM","Casting","Both","06:00","10:30",5,9,2,0,"Herring, squid","Weather",NA,"1710a72d-1a9f-44e5-a26e-7cda8368dd83",NA,NA,121.964546836756,-33.8568836639643,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"47234a7b-25d7-4ce5-a611-21cf9dc96f37","f5deb850-9c45-49ed-ba4f-68861d2d8004",20,30,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"54516",NA
"155",133,"f5deb850-9c45-49ed-ba4f-68861d2d8004","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 3:50:18 AM",NA,NA,121.894158124553,-33.8679914352807,127,"f5deb850-9c45-49ed-ba4f-68861d2d8004","Boat","2/16/2022 4:02:17 AM","Casting","Bait","10:30","11:30",4,2,0,0,"Squid","Weather",NA,"c8635b7e-4e76-41d2-bed4-b68425c230a5",NA,NA,121.903876412809,-33.8676436681573,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"47234a7b-25d7-4ce5-a611-21cf9dc96f37","f5deb850-9c45-49ed-ba4f-68861d2d8004",20,30,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"54516",NA
"156",134,"a53d7962-02a9-4e66-b64a-d9ec17107611","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 3:55:59 AM",NA,NA,121.894786030767,-33.8680947420766,125,"a53d7962-02a9-4e66-b64a-d9ec17107611","Boat","2/16/2022 3:56:31 AM","Squidding","Lure","09:30","09:45",18,0,0,0,NA,"Weather",NA,"2314ced0-e925-4b3f-957d-3a575a8c9c90",NA,NA,121.912387327593,-33.88708279279,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"08b5830f-7096-447c-92d7-a0cfacd6d2fe","a53d7962-02a9-4e66-b64a-d9ec17107611",120,45,"None",NA,1971,6450,"Esperance","Male",NA,NA,NA,NA,1,"Gn895","Jet ski"
"157",134,"a53d7962-02a9-4e66-b64a-d9ec17107611","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 3:55:59 AM",NA,NA,121.894786030767,-33.8680947420766,126,"a53d7962-02a9-4e66-b64a-d9ec17107611","Boat",NA,"Casting","Lure","09:50","11:30",3,9,0,0,"Herring","ActivityChange",NA,"98af99b7-5c81-4b3d-a9f0-a9045f017b1d",NA,NA,121.903007212821,-33.8697185886002,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"08b5830f-7096-447c-92d7-a0cfacd6d2fe","a53d7962-02a9-4e66-b64a-d9ec17107611",120,45,"None",NA,1971,6450,"Esperance","Male",NA,NA,NA,NA,1,"Gn895","Jet ski"
"158",135,"e9b77b44-583b-48dc-bdee-85a9594bac79","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 4:05:47 AM",NA,NA,121.893700000826,-33.8665951548559,128,"e9b77b44-583b-48dc-bdee-85a9594bac79","Boat","2/16/2022 4:06:19 AM","Trolling","Lure","08:00","09:30",50,1,1,0,"Tuna blue fin","Explore",NA,"ab378076-00c0-4bec-8d89-d9f675744197",NA,NA,121.890040145781,-33.9243471037108,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"1bf70464-8ee9-4a46-8bc6-b0572590aef1","e9b77b44-583b-48dc-bdee-85a9594bac79",24,25,"DM",400,1974,6450,"Esperance","Male",1,NA,NA,NA,5,"459259",NA
"159",135,"e9b77b44-583b-48dc-bdee-85a9594bac79","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 4:05:47 AM",NA,NA,121.893700000826,-33.8665951548559,129,"e9b77b44-583b-48dc-bdee-85a9594bac79","Boat",NA,"Casting","Bait","10:30","11:30",14,12,0,0,"Mackerel, sand whiting","ActivityChange",NA,"ce4c2cb3-77e5-441b-8e25-16c8d428b04f",NA,NA,121.8407692835,-33.8881645691295,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"1bf70464-8ee9-4a46-8bc6-b0572590aef1","e9b77b44-583b-48dc-bdee-85a9594bac79",24,25,"DM",400,1974,6450,"Esperance","Male",1,NA,NA,NA,5,"459259",NA
"160",136,"8e9ee990-5eb8-45f7-9619-d77e261f9c2d","EH","EsperanceBR","Yes","No","No","No","0","No","0","0",0,"2/16/2022 4:15:43 AM",NA,NA,121.893357985248,-33.8661584899344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",137,"777906ad-730b-4b2a-a042-20158febdb2a","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 4:21:31 AM",NA,NA,121.894322194653,-33.8665697724608,130,"777906ad-730b-4b2a-a042-20158febdb2a","Boat","2/16/2022 4:21:56 AM","Casting","Bait","07:45","12:00",17,30,12,0,"Whiting","Weather",NA,"c2bc09b7-8d23-498c-811e-d61b2a13871d",NA,NA,121.797286070763,-33.9043300807332,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,"8786841d-a561-4390-95ce-d59ee1079ec1","777906ad-730b-4b2a-a042-20158febdb2a",20,55,"None",NA,1957,6450,"Esperance","Male",NA,1,NA,NA,6,"A311","Quotas are too confusing and vary between species. Eg whiting quotas affect herring allowances. Also thinks there are too many whites, lost a friend to white pointer."
"162",138,"e2100749-6809-4183-8d75-b1eb2623cdc4","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 4:52:50 AM",NA,NA,121.931431010644,-33.8322005374937,131,"e2100749-6809-4183-8d75-b1eb2623cdc4","Boat","2/16/2022 4:53:40 AM","Casting","Bait","07:00","08:00",45,6,3,0,"Sea sweep, break sea cod","Explore",NA,"5179a363-be1f-468e-abe9-6f51216b97c2",NA,NA,121.951177360401,-34.1457098319384,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,"d30c7340-5cd4-4aa1-a9e6-3c1f0beb962c","e2100749-6809-4183-8d75-b1eb2623cdc4",50,3,"None",NA,1964,6450,"Esperance","Female",NA,1,NA,NA,6,"Dc609",NA
"163",138,"e2100749-6809-4183-8d75-b1eb2623cdc4","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/16/2022 4:52:50 AM",NA,NA,121.931431010644,-33.8322005374937,132,"e2100749-6809-4183-8d75-b1eb2623cdc4","Boat","2/16/2022 4:56:27 AM","Casting","Bait","08:30","12:00",50,6,8,0,"Break sea cod, nanniguie, swallowtail","ActivityChange",NA,"55449ed6-c400-4f22-9a25-2a80f27fba42",NA,NA,122.046211528493,-34.1489135521649,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,"d30c7340-5cd4-4aa1-a9e6-3c1f0beb962c","e2100749-6809-4183-8d75-b1eb2623cdc4",50,3,"None",NA,1964,6450,"Esperance","Female",NA,1,NA,NA,6,"Dc609",NA
"164",139,"e4074320-0ff9-4182-9b05-235d79945572","NSH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","1","All",0,"2/16/2022 5:43:58 AM",NA,NA,121.931623851986,-33.8328850704615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"07f177b5-0821-4a1d-a0b9-b13b380965a8","e4074320-0ff9-4182-9b05-235d79945572","Boat",NA,"Diving","11:30",12:30:00,18,"Access","Weather",52,44,NA,"Safety",NA,121.895733528813,-33.9143665147233,"NonExtractive",118,"c88bafbe-7bf4-427b-b6ff-40a43e4e0b63","e4074320-0ff9-4182-9b05-235d79945572",0,0,"DM",500,1950,6208,"Esperance","Male",1,0,0,0,NA,NA,NA
"165",140,"33dee111-fc0a-4101-8254-03a7fcc46221","NSH","EsperanceBR","Yes","No","NE","Refusal","Refusal","Refusal","Refusal","Refusal",0,"3/5/2022 7:00:54 AM","Yes","PNTS",115.802712636725,-31.9323430220905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",142,"e8464e00-20ab-471a-9bc3-360628bc350b","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"3/9/2022 2:58:54 AM","No","No",121.894382165283,-33.8656981445349,133,"e8464e00-20ab-471a-9bc3-360628bc350b","Boat",NA,"Casting","Bait","07:45","11:00",4,18,8,0,"Herring","BagLimit",NA,"82d92656-a592-4557-a956-050c38b51a49",NA,NA,121.912548927326,-33.8542812860323,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,"7e405b76-fbdd-4185-bf8f-51ff4448d137","e8464e00-20ab-471a-9bc3-360628bc350b",12,2,"None",NA,1952,6450,"Esperance","Male",NA,1,NA,NA,3,"Ed284",NA
"167",143,"7a929da3-150d-42da-ab7f-32bcc0218816","NSH","EsperanceBR","Yes","Yes","No","Refusal","Refusal","Refusal","Refusal","Refusal",0,"3/10/2022 1:28:12 AM","PNTS","PNTS",121.893864259572,-33.8652892522002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",144,"8dad0574-ea07-4dcd-9ebb-ad0107d5738e","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"No",NA,NA,0,"3/10/2022 3:38:42 AM","No","No",121.893898305722,-33.8651914647789,134,"8dad0574-ea07-4dcd-9ebb-ad0107d5738e","Boat",NA,"Diving",NA,"10:25","11:00",18,1,0,0,"Boar fish","Other",NA,"2196091a-f39b-42c1-8d77-2a982f1a582e","No",NA,121.891299294552,-33.9120348631796,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,"920c500c-7cd6-4752-bd1f-f023a59120ad","8dad0574-ea07-4dcd-9ebb-ad0107d5738e",50,40,"OW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557",NA
"169",144,"8dad0574-ea07-4dcd-9ebb-ad0107d5738e","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"No",NA,NA,0,"3/10/2022 3:38:42 AM","No","No",121.893898305722,-33.8651914647789,135,"8dad0574-ea07-4dcd-9ebb-ad0107d5738e","Boat","3/5/2022 3:40:29 AM","Diving",NA,"10:00","10:30",15,10,0,0,"Abalone","Other","Bad bus","1f352cca-5ad1-40d4-becd-25ae7ce1330e","Other",NA,122.029341198898,-33.8541424873511,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,"920c500c-7cd6-4752-bd1f-f023a59120ad","8dad0574-ea07-4dcd-9ebb-ad0107d5738e",50,40,"OW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557",NA
"170",145,"98b8b5ca-52a6-4d73-b426-89826e18128d","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"3/10/2022 5:06:38 AM","No","No",121.893738663417,-33.8653009131061,136,"98b8b5ca-52a6-4d73-b426-89826e18128d","Boat",NA,"Trolling","Lure","09:00","12:00",0,17,2,0,"Herring","EndOfDay",NA,"ff94835f-9150-48f2-96e0-4327660a5b03","No",NA,121.947240122664,-33.8827097827344,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,"02d81c78-35e2-443b-9f59-a97bd8fa3752","98b8b5ca-52a6-4d73-b426-89826e18128d",20,10,"None",0,1987,0,"Esperance","Male",0,1,0,0,4,"GA814",NA
"171",146,"ad756891-36d6-442d-b159-d2e510301221","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"3/10/2022 5:14:26 AM","No","No",121.894445098557,-33.8666696080478,137,"ad756891-36d6-442d-b159-d2e510301221","Boat",NA,"Trolling","Lure","11:30","13:00",0,16,5,0,"Herring, king George","Weather",NA,"e63247de-11c3-4bc3-846b-f6f105cff0ff","No",NA,121.910542639852,-33.8606155853598,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"4c0cd0bb-ad1f-4dd9-ad7c-f0a40f537030","ad756891-36d6-442d-b159-d2e510301221",20,50,"None",0,1945,0,"Esperance","Male",1,0,0,0,3,NA,"Couldn’t read boat number"
"172",147,"89d10b01-c100-4498-becf-b82a4bf0d26f","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"3/11/2022 3:43:40 AM","No",NA,121.893954957975,-33.8648945124781,138,"89d10b01-c100-4498-becf-b82a4bf0d26f","Boat",NA,"Diving",NA,"09:30","11:30",33,6,0,0,"Crays, abalone","EndOfDay",NA,"a889cc23-d45a-43b6-b0a8-18d3088146c6","No",NA,121.90217040249,-33.9208030470181,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,"e55eafaf-b76b-4e8f-a086-6444c4e9911a","89d10b01-c100-4498-becf-b82a4bf0d26f",50,40,"I",500,1974,6450,"Esperance","Male",1,1,NA,NA,4,"Gb557",NA
"173",148,"7138d321-8db7-44a3-b0aa-538acfe02de4","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"3/11/2022 3:52:41 AM",NA,NA,121.893901147093,-33.8655122950005,139,"7138d321-8db7-44a3-b0aa-538acfe02de4","Boat",NA,"Casting","Bait","10:00","12:00",7,2,12,0,"Whiting,","EndOfDay",NA,"a42c33e6-80b3-42f2-91ab-a86b7f4eb74f",NA,NA,121.894948213507,-33.8804134195443,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,"aea89dff-f255-4255-94ed-e6a17152ff26","7138d321-8db7-44a3-b0aa-538acfe02de4",50,50,"None",NA,1970,6450,"Esperance","Male",NA,NA,NA,NA,3,"GS703",NA
"174",149,"88870620-8e0f-445c-9913-a33e44d500e2","EH","EsperanceBR","Yes","No","No","Yes",NA,"Yes",NA,NA,0,"3/11/2022 3:55:42 AM","No",NA,121.893997398881,-33.8658017800692,140,"88870620-8e0f-445c-9913-a33e44d500e2","Boat",NA,"Trolling","Lure","08:00","11:40",30,0,0,0,NA,"Weather",NA,"3005a3ab-6db3-4ea7-98d1-93c2a5a131f3",NA,NA,122.021296460339,-33.8769452209865,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,"98f4bc56-3bd7-427d-829b-b7615b079299","88870620-8e0f-445c-9913-a33e44d500e2",40,20,"None",NA,1986,6450,"Esperance","Male",1,NA,NA,NA,4,"Es417",NA
"175",150,"e0910706-d726-4010-bbfd-bdd7928cac6e","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","2","0",1,"3/11/2022 4:33:11 AM","No",NA,121.931631293629,-33.8337254939667,141,"e0910706-d726-4010-bbfd-bdd7928cac6e","Boat",NA,"Demersal","Bait","07:00","11:00",60,20,5,0,"Nannegoie","EndOfDay",NA,"2aded400-6d81-4f4d-9335-599c57409147","No",NA,121.77998743522,-34.141373223101,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,"47309933-1f42-48bc-b0c3-9b81f965680a","e0910706-d726-4010-bbfd-bdd7928cac6e",4,40,"None",NA,1969,6432,"Esperance","Male",NA,3,NA,NA,5,"EA676",NA
"176",151,"815033d5-9f70-4487-a728-d14dc51eb08e","EH","BandyCreekBR","Yes","No","Yes","Yes","5","Yes","3","1",0,"3/11/2022 4:46:32 AM","No",NA,121.931474612172,-33.8329600052353,142,"815033d5-9f70-4487-a728-d14dc51eb08e","Boat",NA,"Demersal","Bait","07:00","11:00",15,18,0,0,"Whiting","ActivityChange",NA,"6a43fec5-c1f7-4cf0-b30c-9ef6716505da","No",NA,121.996272556796,-33.833741287114,"Extractive",27,"914335f9-fb2f-43d2-b6a4-f8f7c497baa1","815033d5-9f70-4487-a728-d14dc51eb08e","BoatShore",NA,"Beachgoing","11:00",12:45:00,NA,"Access","EndOfDay",0,0,NA,"No",NA,122.008163705333,-33.9655210319499,"NonExtractive",127,"9892d324-4797-46c6-8d9b-408839ccb930","815033d5-9f70-4487-a728-d14dc51eb08e",8,30,"None",NA,1972,5690,"Esperance","Male",NA,1,NA,NA,7,"Fy824",NA
"177",152,"16402c26-fbe0-41d1-8987-ef8b2e58e268","EH","BandyCreekBR","Yes","No","Yes","Yes","3","Yes","3","0",1,"3/11/2022 4:57:16 AM","No",NA,121.930998485309,-33.8338727361308,143,"16402c26-fbe0-41d1-8987-ef8b2e58e268","Boat",NA,"Demersal","Both","05:30","12:00",55,25,12,0,"Nannagui, break sea, swallowtail, sweep,","Weather",NA,"f8a7db3e-c71c-45d3-8da3-6d74a762d399",NA,NA,122.11352702865,-34.2042057139703,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,"f0a67546-03d1-4307-9b4e-414b7f1397ee","16402c26-fbe0-41d1-8987-ef8b2e58e268",3,10,"None",NA,1986,6430,"Esperance","Male",NA,3,NA,NA,7,"Et762",NA
"178",153,"e162f75c-9e9a-4d59-9996-a55d4bdceb9f","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"3/11/2022 5:03:54 AM","No",NA,121.930982352465,-33.8347182075546,144,"e162f75c-9e9a-4d59-9996-a55d4bdceb9f","Boat",NA,"Demersal","Bait","08:00","12:00",60,30,10,0,"Nannagui, black ass, harlequin, sweet,","BagLimit",NA,"05ed24b2-9ed5-4f6d-b90a-e8b8235015ce","No",NA,122.265121195851,-34.1297439743997,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,"87aaca94-d99d-4315-b011-4d24735485c6","e162f75c-9e9a-4d59-9996-a55d4bdceb9f",6,12,"None",NA,1964,6448,"Esperance","Male",NA,3,NA,NA,7,"Aj288",NA
"179",154,"da6e33c6-2b31-48c2-b7da-fe74a0b5e435","EH","BandyCreekBR","Yes","No","Yes","No","5","Yes","2","1",0,"3/12/2022 3:05:49 AM","No",NA,121.930329629393,-33.8350452828608,145,"da6e33c6-2b31-48c2-b7da-fe74a0b5e435","Boat",NA,"Squidding","Lure","08:30","10:00",3,6,0,0,"Squid","Weather",NA,"171e86b4-34c5-4354-977a-010ef34136b8","No",NA,121.937275015097,-33.853373910955,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,"3be97b1d-d38e-4f68-b020-a371bd4193d5","da6e33c6-2b31-48c2-b7da-fe74a0b5e435",5,30,"AOW",500,1971,6150,"Esperance","Female",1,1,1,NA,6,"Cg391","Not 100% sure that is the right boat number"
"180",155,"fa6c82bf-9b3c-4ae1-925b-34ab6a904f5f","EH","BandyCreekBR","Yes","No","No","Yes",NA,"Yes",NA,NA,0,"3/12/2022 3:18:13 AM",NA,NA,121.93159242712,-33.8347539116624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",156,"b65f27b9-0049-4706-9713-289f2921dbe5","EH","BandyCreekBR","Yes","No","NE","Yes",NA,"Yes",NA,NA,0,"3/12/2022 3:23:11 AM",NA,NA,121.998941620389,-33.9320748959826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",157,"f9fea0a2-797e-4012-a20c-77f140e8afaa","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"3/12/2022 4:09:43 AM","No",NA,121.93172789576,-33.8345774773054,146,"f9fea0a2-797e-4012-a20c-77f140e8afaa","Boat",NA,"Demersal","Both","07:30","10:30",35,6,2,0,"Queenie, nannygui, sweep","ActivityChange",NA,"819bedd5-4d4b-41ef-aee2-25255d6a5d86","No",NA,122.10272960682,-33.9869159568124,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,"e36f511e-040a-4121-82e1-82984d95442a","f9fea0a2-797e-4012-a20c-77f140e8afaa",25,30,"None",NA,1983,6450,"Esperance","Male",NA,2,NA,NA,5,"Br543",NA
"183",158,"770ad937-d86f-414c-bf4a-4f6ab192176d","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"3/12/2022 4:33:56 AM","No",NA,121.930782896827,-33.8344519899018,147,"770ad937-d86f-414c-bf4a-4f6ab192176d","Boat",NA,"Demersal","Bait","06:0","09:00",15,17,2,0,"Whiting","Explore",NA,"e6b47979-b072-4abc-b0e1-dcff23573f2b","No",NA,122.002677660655,-33.8396674960316,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,"fb10ee85-bb20-44ee-a756-4f0626630ca7","770ad937-d86f-414c-bf4a-4f6ab192176d",10,2,"None",NA,1996,6450,"Esperance","Male",NA,1,NA,NA,3,"Da799",NA
"184",158,"770ad937-d86f-414c-bf4a-4f6ab192176d","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"3/12/2022 4:33:56 AM","No",NA,121.930782896827,-33.8344519899018,148,"770ad937-d86f-414c-bf4a-4f6ab192176d","Boat",NA,"Trolling","Bait","10:00","12:15",35,0,0,0,NA,"EndOfDay",NA,"c60fd1e9-e847-4bff-a551-dd3e226e4264",NA,NA,121.992510459997,-33.9243972176665,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,"fb10ee85-bb20-44ee-a756-4f0626630ca7","770ad937-d86f-414c-bf4a-4f6ab192176d",10,2,"None",NA,1996,6450,"Esperance","Male",NA,1,NA,NA,3,"Da799",NA
"185",159,"2bac57ed-edf9-4393-9f8d-c27e2b733d11","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","4",NA,0,"3/12/2022 5:30:01 AM","No",NA,121.930585792979,-33.833335913818,149,"2bac57ed-edf9-4393-9f8d-c27e2b733d11","Boat",NA,"Demersal","Both","07:30","12:30",50,8,6,0,"Nannygui, black as blue grouper","EndOfDay",NA,"887ca475-0baf-42a2-93bc-582a3f118661","No",NA,122.105345261976,-34.0663451967987,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,"08cb3df1-f3a7-49fe-8834-4c7afb206a44","2bac57ed-edf9-4393-9f8d-c27e2b733d11",30,50,"None",NA,1963,6430,"Esperance","Male",NA,2,NA,NA,NA,"Gr692",NA
