,GlobalID.y,GlobalID.x,OBJECTID.x,Date,CreationDate.x,EditDate.x,,Interviewer,Transect,Access,ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x.x,y.x,MetaComments,OBJECTID.y,Comments,CreationDate.y,EditDate.y,EXTRACTIVE SURVEY,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water?,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date_1",What activity did you do?,,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",x.y,y.y,OBJECTID,GlobalID.y.y,CreationDate,EditDate,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY,Male or Female,Describe party,Boat length,Boat Type,Boat name or number,SurveyType ,SurveyType_two,Shift
74,4bbc5c64-9b25-4f5d-ad09-489b7e99d9d6,cb237740-59ad-4f94-bb6f-5a688a584241,100,9/28/2020 3:18:17 AM,9/28/2020 3:22:09 AM,9/28/2020 3:31:22 AM,Morning,Nicole,CoralBay,CBBR,Yes,No,Yes,14,No,0,14,NA,0,0,NA,No,113.7664054,-23.15776351,NA,240,NA,9/28/2020 3:23:13 AM,9/28/2020 3:31:36 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,10:00,Still there 11.22,NA,Quiet,NA,NA,NA,113.7660358,-23.15784944,212,a1cb95e5-4497-41b9-b92a-1ad70f32a505,9/28/2020 3:26:00 AM,9/28/2020 3:26:00 AM,NA,NA,NA,NA,NA,NA,1977,6171,CoralBay,NA,NA,Female,"3couples, 3 kids",NA,NA,NA,Shore,Non-extractive,Morning
169,9bdb4c47-0264-43e1-8130-55bff84b91f3,971ac16c-73c4-4f33-86d2-dd9a2daa54ee,103,9/28/2020 3:37:39 AM,9/28/2020 3:39:48 AM,9/28/2020 3:39:48 AM,Morning,Nicole,CoralBay,CBBR,Yes,No,Yes,7,No,0,7,NA,0,1,NA,Yes,113.7667722,-23.15748751,NA,241,NA,9/28/2020 3:44:11 AM,9/28/2020 3:44:11 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parcel,e to five finger reef",NA,Kite surfing,Shore,NA,10:40,11:40,NA,Other,"Don_—Èt want to break the coral because of the big fin at bottom and it_—Ès the closest place, lists of restriction. 1km walk south from coral bay",Weather,Too windy for size of kite,113.7612743,-23.1617284,213,8f6be314-aea0-4ab4-a639-2f4149df2688,9/28/2020 3:57:19 AM,9/28/2020 3:57:19 AM,NA,1 in a firnite,NA,3,NA,NA,1974,6018,CoralBay,NA,NA,Male,1m,NA,NA,NA,Shore,Non-extractive,Morning
157,92501a72-f96c-41e2-a0af-f51bdc806377,b479ee94-dee8-47c8-b776-06d0a71413a0,104,9/28/2020 3:57:48 AM,9/28/2020 4:00:02 AM,9/28/2020 4:00:02 AM,Morning,Nicole,CoralBay,CBBR,Yes,Yes,Yes,3,Yes,3,0,NA,0,1,NA,No,113.7677011,-23.15559563,NA,242,NA,9/28/2020 4:03:01 AM,9/28/2020 4:03:01 AM,NA,NA,Trolling,NA,Lure,10,11,30,NA,NA,1,NA,0,2yesterday 1 kept one bitten,Mackeral,Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.7529563,-23.16944425,214,9d990f08-e717-440c-92a3-db07465bb301,9/28/2020 4:08:13 AM,9/28/2020 4:08:13 AM,1 fortnite,NA,33,NA,OW,NA,1987,6285,NA,Just stopped by on wat home fromexmouth,NA,Male,2m,4,F,NA,Boat,Extractive,Morning
211,cb71a2b2-a310-4290-8920-7a5449182f37,04dd7274-991f-49e2-b7fd-4180d4562e4e,105,9/28/2020 4:08:28 AM,9/28/2020 4:10:05 AM,9/28/2020 4:10:05 AM,Morning,Nicole,CoralBay,CBBR,Yes,No,Yes,5,Yes,2,3,NA,0,0,NA,No,113.7679433,-23.1551894,NA,243,NA,9/28/2020 4:12:38 AM,9/28/2020 4:12:38 AM,22k north,NA,Spearing,NA,NA,630,11,NA,1,NA,NA,NA,NA,NA,Mackeral,Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.7690623,-22.95503496,215,e1e8a59f-1f46-4e73-993d-bf478590c564,9/28/2020 4:14:52 AM,9/28/2020 4:14:52 AM,60 -100,NA,4,NA,NA,NA,1981,6019,CoralBay,NA,NA,Male,4m,3,F,23399,Boat,Extractive,Morning
11,0a8f0e94-8331-4ff6-aede-a2bfc3c3ed4c,e7d5a887-9c81-4361-af9e-b4ff1a0dd7ea,106,9/28/2020 4:23:37 AM,9/28/2020 4:28:45 AM,9/28/2020 4:28:45 AM,Morning,Nicole,CoralBay,CBBR,Yes,No,Yes,3,No,0,3,NA,0,1,NA,No,113.7668277,-23.15726358,NA,244,NA,9/28/2020 4:34:30 AM,9/28/2020 4:34:30 AM,Both bait and lure,NA,Casting,NA,NA,1215,1230,1,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,Snorkling,,Relaxing,1130,NA,NA,Other,Out of sanctuary so they can fish and never been so wanted to try it out,NA,NA,113.7668184,-23.15746703,216,16e5b4f1-be81-49f2-87b8-e51d7d5fc6a2,9/28/2020 4:44:09 AM,9/28/2020 4:44:33 AM,250 shore based,NA,25,NA,OW,NA,NA,6701,CoralBay,NA,NA,Male,Couple 2 kids,NA,NA,NA,Shore,Extractive,Morning
36,2a55ba63-9967-469e-a663-176986416e9f,fa265a67-4f35-4bea-b734-fdb090dffde8,198,9/30/2020 7:16:13 AM,9/30/2020 7:21:11 AM,9/30/2020 7:21:11 AM,Afternoon,Sam,Bundegi,DunesBeach,Yes,No,Yes,90,No,0,90,NA,1,0,NA,Yes,114.146651,-21.79694362,NA,340,NA,9/30/2020 7:22:57 AM,9/30/2020 7:22:57 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,,NA,10,16,NA,Other,Good Surf,EndOfDay,NA,114.147157,-21.79662584,285,7d560c98-46e0-449e-95d1-09dac5a4c6f2,9/30/2020 7:25:42 AM,9/30/2020 7:25:42 AM,0,5,1,NA,None,NA,1992,Backpacker camping,Lighthouse,NA,NA,Male,Backpackers,NA,NA,NA,Shore,Non-extractive,Afternoon
75,4cb2733c-8666-405b-8c8d-ac99b7bfc190,44d4d6c8-6e87-438a-a084-e3ef52febbca,113,9/30/2020 7:19:02 AM,9/30/2020 7:21:52 AM,9/30/2020 7:21:52 AM,Afternoon,Gabby,Bundegi,DunesBeach,Yes,No,Yes,9,Yes,9,9,NA,1,1,NA,No,114.1800029,-21.77610931,NA,251,NA,9/30/2020 7:23:48 AM,9/30/2020 7:34:52 AM,She_—Ès a school teacher at church lands-hence holiday in school holidays,NA,Spearing,Free diving; spearing,NA,10,1030 but went to another site-also freediving spearing,NA,NA,NA,NA,NA,NA,NA,Zero fish caught,NA,Lunch time,NA,NA,Surfing,,NA,2pm,Hasn_—Èt ended,NA,Other,Good surfing,NA,NA,113.9773401,-21.87176066,223,8ea05aa1-9387-4052-9e8c-26d26b6f57a5,9/30/2020 7:30:03 AM,9/30/2020 7:30:03 AM,20,NA,Since born,NA,None,Not a scuba diver just a free diver,1995,6018,Lighthouse,NA,NA,Female,Talking to one woman,4,C,NA,Boat,Extractive,Afternoon
65,44e4dcc4-d6d8-4f2c-8bb2-bc98cbd872a1,31b5003b-8eea-405f-a7d4-1b6d06312f77,199,9/30/2020 7:26:22 AM,9/30/2020 7:28:10 AM,9/30/2020 7:28:10 AM,Afternoon,Sam,Bundegi,DunesBeach,Yes,No,Yes,7,No,0,7,NA,0,0,NA,Yes,114.1461153,-21.79650149,NA,342,NA,9/30/2020 7:30:42 AM,9/30/2020 7:30:42 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ned_—Ès campsite,NA,Relaxing,,NA,10,12,NA,Weather,Proximity to campsite,ActivityChange,NA,114.1454457,-21.79763445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
87,55f87cb6-afba-4f07-a163-ba37250bbe05,31b5003b-8eea-405f-a7d4-1b6d06312f77,199,9/30/2020 7:26:22 AM,9/30/2020 7:28:10 AM,9/30/2020 7:28:10 AM,Afternoon,Sam,Bundegi,DunesBeach,Yes,No,Yes,7,No,0,7,NA,0,0,NA,Yes,114.1461153,-21.79650149,NA,341,NA,9/30/2020 7:29:21 AM,9/30/2020 7:29:21 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surfing,,NA,13.3,16,NA,Other,"Rock pools for kids, surf",ActivityChange,NA,114.1460261,-21.79716469,286,437ead76-2483-49c4-97bb-43fbcd77a2b1,9/30/2020 7:33:14 AM,9/30/2020 7:33:14 AM,2,NA,0,NA,OW,20,1977,6010,NA,Nedäó»s campsite,NA,Male,Family of 4,NA,NA,NA,Shore,Non-extractive,Afternoon
158,9318d253-9d85-4cc7-bb13-c79dd453feff,79e22e7c-9ace-491d-ad9c-81f0bcc41b4d,220,10/02/2020,10/02/2020 09:18,10/02/2020 09:18,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,7,Yes,5,7,NA,0,0,NA,No,114.1471439,-21.95736981,Jetski,370,NA,10/02/2020 09:20,10/02/2020 09:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JetSki,,NA,2pm,Now,NA,Other,Launched from here cos of wind. No particular site went all around gulf,EndOfDay,NA,114.1413509,-21.9551443,306,4e32fbb3-34d6-4c9e-b583-ce770ac2f182,10/02/2020 09:21,10/02/2020 09:21,NA,NA,NA,NA,NA,NA,1978,Falcon,Exmouth,NA,NA,Male,Man and lady,NA,NA,NA,Boat,Non-extractive,Afternoon
66,452d5a3b-6ce6-43d8-bc35-5d9ca2111528,859ce927-97f8-4417-bb49-e306aa022e5a,219,10/02/2020,10/02/2020 09:01,10/02/2020 09:01,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,NA,0,0,NA,No,114.1384377,-21.95461221,NA,369,NA,10/02/2020 09:03,10/02/2020 09:03,NA,NA,Squidding,NA,NA,1pm,NA,Surface,1,1 squid,NA,NA,NA,NA,Squid,Other,Kids feeling seasick,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1794228,-21.958262,305,cade2c60-7592-4b75-90c8-001fbc8c17e0,10/02/2020 09:08,10/02/2020 09:08,Once a fortnight,NA,All,NA,NA,NA,1981,Preston beach,Exmouth,NA,Going to Sandy bay tomorrow,Male,5adults 4 little kids with life jackets. Mums came when the boat was coming in,10,G,NA,Boat,Extractive,Afternoon
4,01bf5042-6e4c-44d5-9aca-8ce0690f9c9d,6fe629a9-085f-4d4e-98a0-fb0cf322c135,218,10/02/2020,10/02/2020 08:51,10/02/2020 08:51,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,NA,0,0,NA,Yes,114.1385297,-21.95475038,NA,368,NA,10/02/2020 08:53,10/02/2020 08:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Swim and fun,NA,Relaxing,,Swimming,1130,430,NA,Other,Close and sheltered and we wanted to see whales,EndOfDay,NA,114.2375648,-22.00550997,304,20bdc19c-0b06-415d-8603-ad9440a8c676,10/02/2020 08:55,10/02/2020 08:55,O,NA,30,NA,NA,NA,1969,Attadale,Exmouth,NA,NA,Male,Male dad with daughter and daughters friend,5,F,NA,Boat,Non-extractive,Afternoon
83,51671231-a981-45d6-8924-8789d23f7a8d,f1d7eba1-3811-47c3-b055-6e0909e485f9,215,10/02/2020,10/02/2020 08:14,10/02/2020 08:14,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,12,Yes,8,12,NA,0,0,NA,Yes,114.1386264,-21.95500708,NA,365,NA,10/02/2020 08:16,10/02/2020 08:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,,"Relaxing, swimming, fun altogether",8am,Now,NA,Megafauna,Trying to see manta rays,EndOfDay,NA,114.1988092,-21.86050201,301,ed789a83-0dcd-4db9-a593-c8c130a67a0b,10/02/2020 08:19,10/02/2020 08:19,Maybe 5 dunno hard to remember,NA,40,NA,None,NA,1964,Como,NA,NA,NA,Male,4 adults 2 teenagers,5,F,NA,Boat,Non-extractive,Afternoon
132,7f305123-70c8-412e-b8b3-ebc6fb401b58,3c41cbfa-a2ac-43dc-985f-214c6dcaa77f,214,10/02/2020,10/02/2020 07:57,10/02/2020 08:06,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,5,10,NA,0,0,NA,No,114.1384827,-21.95566657,NA,364,NA,10/02/2020 08:00,10/02/2020 08:00,NA,NA,Demersal,NA,NA,10,1230,NA,NA,1 spangled emperor; 1 threadfin,0,NA,0,NA,NA,Other,To try another site,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2521042,-21.94212072,300,b73da2c7-7a56-4874-baa5-22822bb4bec4,10/02/2020 08:04,10/02/2020 08:04,Fortnightly,NA,30,NA,NA,NA,1971,NA,NA,NA,NA,Male,Family 2 adults 3 kids,5,C,Au622,Boat,Extractive,Afternoon
106,69452c9c-f269-4929-af80-f7915144baaf,dc63435b-7324-42f1-a07c-5ecaffcae7c4,222,10/02/2020,10/02/2020 09:28,10/02/2020 09:28,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,10,NA,0,0,NA,No,114.1385648,-21.95486518,NA,371,NA,10/02/2020 09:31,10/02/2020 09:31,NA,NA,Squidding,Squidding and bottom bashing,Bait,2,5,NA,2,NA,NA,NA,0,NA,1 squid 2 fish,End of day,Note they also had a jet ski- jet ski and dinghy were together,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.151469,-21.95522392,307,2d7f69f2-aea5-4429-854f-fd460945042c,10/02/2020 09:33,10/02/2020 09:33,Weekly,NA,NA,NA,NA,NA,1971,NA,Exmouth,NA,NA,Male,2 dads 3 kids,4,C,NA,Boat,Extractive,Afternoon
219,d060228e-f6c8-4b37-baf2-ced9c4898563,56add351-1a57-474f-b197-9e3fcdc9330d,216,10/02/2020,10/02/2020 08:40,10/02/2020 08:40,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,15,Yes,12,15,NA,0,1,NA,No,114.1385591,-21.9548711,NA,366,NA,10/02/2020 08:41,10/02/2020 08:41,NA,NA,Demersal,NA,Bait,10,12,NA,2,NA,NA,NA,NA,NA,Emporer,BetterSite,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2757375,-21.79749339,302,97bfd881-3690-4c7d-8dec-87aad7a0e03c,10/02/2020 08:43,10/02/2020 08:43,Twice a week,NA,Life,NA,None,Free diver,1976,Albany,Exmouth,NA,NA,Male,2 males,4,NA,NA,Boat,Extractive,Afternoon
174,a02d1cf3-5132-4402-9f1e-76096e688085,a2254200-2b53-40e8-a42a-8a02dbf1665f,217,10/02/2020,10/02/2020 08:45,10/02/2020 08:45,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,Resident,NA,NA,NA,NA,NA,NA,NA,NA,114.1381828,-21.95473071,NA,367,NA,10/02/2020 08:46,10/02/2020 08:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,Snorkeling swimming relaxing,8am,4pm,NA,Other,Kids wanted to go to Marion islands,EndOfDay,NA,114.363905,-21.66980525,303,31f5fd63-e16c-41f5-a680-d479ad5018ae,10/02/2020 08:48,10/02/2020 08:48,Dunno we go a bit but not weekly,NA,Life,NA,None,NA,1975,NA,NA,NA,NA,Male,2 men and 4 kids,9,B,NA,Boat,Non-extractive,Afternoon
227,d4496856-25e2-4994-a511-c5b0bca0a207,57f00e82-cb90-4c66-af86-86ff9190199f,290,10/03/2020,10/03/2020 07:47,10/03/2020 07:47,Morning,Nicole,Exmouth,ExBR,Yes,No,Yes,15,Yes,1,15,NA,0,0,NA,No,113.9780989,-21.9125487,NA,447,NA,10/03/2020 07:50,10/03/2020 07:50,NA,NA,Casting,NA,Bait,1400,1600still here,3,5,NA,30,NA,2,NA,"Cobbler, released. Black spot, trevally",NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,113.977715,-21.91229837,362,56b53109-a202-4c3d-99ed-5c4ffa96a4df,10/03/2020 07:52,10/03/2020 07:52,2month,NA,30,NA,NA,NA,1984,6525,YardieHomestead,NA,NA,Female,2males,NA,NA,NA,Boat,Extractive,Morning
89,5784bd7d-c674-424c-8629-f05c6877710e,91ca9f0b-d00f-4b7d-8046-f299c6b25a31,288,10/03/2020,10/03/2020 02:09,10/03/2020 02:19,Morning,Nicole,Exmouth,ExBR,Yes,No,Yes,6,No,0,6,NA,0,0,NA,No,114.1385753,-21.95487928,NA,446,NA,10/03/2020 02:10,10/03/2020 02:21,Fishing off Exmouth boat ramp,NA,Casting,NA,Lure,830,1020,2,0,NA,1,NA,0,NA,Don_—Èt know,NA,While I interviewed them they were still there so I didn_—Èt ask but I saw them leave at 1020,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1387786,-21.95512023,361,00bcc49e-71c8-4825-b6cb-f359ac084c68,10/03/2020 02:13,10/03/2020 02:13,2amonth half shore half boat. Have a boat in Perth,NA,Life,NA,NA,NA,1996,6073,NA,Grimal station,NA,Female,"2m, 1f",NA,NA,NA,Shore,Extractive,Morning
141,86f4e6a2-506e-4c21-9e49-226e4a640af8,bb93adb0-631d-40bd-8948-43a4cddc43b9,67,9/26/2020 10:02:46 AM,9/26/2020 10:05:49 AM,9/26/2020 10:15:26 AM,Afternoon,Sam,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,0,NA,2,NA,NA,No,114.1383659,-21.95469447,NA,210,NA,9/26/2020 10:08:20 AM,9/26/2020 10:13:01 AM,Coopers shoal,NA,Demersal,NA,Lure,2pm,6pm,10,1,NA,0,NA,0,NA,School mackrel,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1470512,-21.95313834,183,0c7e1849-30e6-47f0-9f7c-5f05a5d5c8f7,9/26/2020 10:12:00 AM,9/26/2020 10:17:19 AM,50,0,45,0,None,NA,1970,6100,EscapeFourExmouth,NA,NA,Male,2 guys older,5,F,NA,Boat,Extractive,Afternoon
190,ad14b645-c061-442e-a607-12fc9c56bcc8,012ab2a2-6984-4613-970a-7108084d73fc,59,9/26/2020 10:08:56 AM,9/26/2020 10:12:40 AM,9/26/2020 10:12:40 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,10,Yes,10,3,NA,1,0,NA,No,114.1385473,-21.95454764,NA,201,NA,9/26/2020 10:16:11 AM,9/26/2020 10:35:39 AM,NA,NA,Trolling,NA,Bait,10,2houts,8m,5,NA,1,NA,30,"Very biased, he said hundreds, cull them all. Didn_—Èt give answer but said max","Mackerel 3 so, trevallu, spangled emp",End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2585143,-21.96235367,175,b478d126-3f87-43bc-ab49-937afe9aa57c,9/26/2020 10:19:21 AM,9/26/2020 10:19:21 AM,20,NA,24,NA,None,NA,1990,Wanaroo,NA,NA,NA,Male,"1 kid, 2 f, 5m",6,G,NA,Boat,Extractive,Afternoon
29,2313a4cb-7cbe-4404-b39a-29a6e553c093,e2e77462-586a-4994-a219-9b6622a567c8,72,9/26/2020 10:09:23 AM,9/26/2020 10:15:50 AM,9/26/2020 10:15:50 AM,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,5,Yes,5,5,NA,0,1,NA,No,114.1383569,-21.95473273,4 dog mackerel 1 threw back,215,NA,9/26/2020 10:20:46 AM,9/26/2020 10:22:16 AM,NA,NA,Demersal,NA,Bait,2pm,6pm,NA,5,NA,2,NA,0,NA,"4 dog mackerel, 2 snapper; threw one shit fish back",End of day,Did both bottom trawling and bottom bashing; interviewed about bottom bashing,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2390974,-21.88140294,188,407d5e4b-4f56-4623-9b10-358510dad3db,9/26/2020 10:25:24 AM,9/26/2020 10:25:24 AM,Once a week,NA,Life,NA,NA,NA,1976,Perth,Exmouth,NA,NA,Female,4 adults  5 kids,8,G,NA,Boat,Extractive,Afternoon
70,48012f22-0997-4f46-bafd-f1178a0101f3,213c9880-78e8-42c8-a336-6c80b1ddf561,50,9/26/2020 7:37:45 AM,9/26/2020 7:39:53 AM,9/26/2020 7:39:53 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,10,Yes,5,3,NA,1,1,NA,No,114.1395932,-21.95592689,NA,191,NA,9/26/2020 7:48:27 AM,9/26/2020 7:53:31 AM,NA,NA,Squidding,NA,Lure,14:00,14:30,5m,1,NA,0,NA,0,NA,Squid,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1470785,-22.26431509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
226,d34f2c00-f23f-42c8-9656-4568b928b887,213c9880-78e8-42c8-a336-6c80b1ddf561,50,9/26/2020 7:37:45 AM,9/26/2020 7:39:53 AM,9/26/2020 7:39:53 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,10,Yes,5,3,NA,1,1,NA,No,114.1395932,-21.95592689,NA,190,NA,9/26/2020 7:46:57 AM,9/26/2020 7:54:49 AM,NA,NA,Trolling,NA,Lure,10,30minss,0,0,NA,0,NA,0,NA,None,ActivityChange,NA,NA,NA,Relaxing,,NA,NA,NA,NA,Megafauna,Saw loads of whales,ActivityChange,NA,114.2062098,-21.98624488,169,9df35f8e-3c80-4a43-a14d-6fe4e568d6b9,9/26/2020 7:49:56 AM,9/26/2020 7:51:42 AM,1,NA,20years,NA,NA,NA,1969,6175,Exmouth,NA,NA,Female,Couple,5,F,ITQZ967,Boat,Extractive,Afternoon
133,810a5ef1-e47a-4be0-8d0b-d59b13c6f1af,80327a4b-f6b8-4d9f-a4ed-61e91a844fd5,61,9/26/2020 8:11:52 AM,9/26/2020 8:17:26 AM,9/26/2020 8:36:05 AM,Afternoon,Sam,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,114.138304,-21.95483783,NA,204,NA,9/26/2020 8:43:04 AM,9/26/2020 8:43:04 AM,NA,9/26/2020 8:29:51 AM,Squidding,NA,Lure,4pm,4.20pm,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1472488,-21.94816646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
224,d2196e03-40c0-4a9d-a5d7-92233f4ba8b3,80327a4b-f6b8-4d9f-a4ed-61e91a844fd5,61,9/26/2020 8:11:52 AM,9/26/2020 8:17:26 AM,9/26/2020 8:36:05 AM,Afternoon,Sam,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,114.138304,-21.95483783,NA,203,NA,9/26/2020 8:20:32 AM,9/26/2020 8:20:32 AM,NA,NA,Spearing,NA,NA,2pm,4pm,5m,1,Flatty,NA,NA,0,NA,Flatty,End of day,NA,NA,NA,NA,,NA,NA,NA,5m,Other,NA,NA,NA,114.1515128,-21.93489079,177,8a64f6df-e26f-43ac-a9a3-38aa1a591728,9/26/2020 8:28:55 AM,9/26/2020 8:28:55 AM,50,NA,Whole life,NA,None,NA,1982,Exmouth,NA,NA,NA,Female,2 friends both female,6,F,NA,Boat,Extractive,Afternoon
64,43a2a21e-e69b-453c-9607-463aba945878,70b06f1f-f619-408e-9cf3-7514090223ab,70,9/26/2020 8:40:51 AM,9/26/2020 8:42:09 AM,9/26/2020 8:59:41 AM,Afternoon,Gabby,Exmouth,ExBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,114.1394713,-21.95578718,NA,213,NA,9/26/2020 8:44:48 AM,9/26/2020 9:01:47 AM,They were squidding near the airport (the small local airport not learmonth he said).,9/26/2020 8:42:22 AM,Squidding,Caught one cod w the lure but we_—Ère just squidding,Lure,2pm,4pm,Surface only,2,2 squid,1,Released one squid,0,NA,Squid,Weather,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1307985,-21.99699583,186,903c46bb-cca8-4e24-b257-709d872c1be7,9/26/2020 8:53:18 AM,9/26/2020 8:53:18 AM,Too many to count,NA,Life,NA,NA,NA,1973,6707,NA,NA,NA,Male,2 men in a small tinny,3,C,NA,Boat,Extractive,Afternoon
114,71258745-4989-4226-a71f-2a70c9966c73,6cfd23ba-0d6e-4b8a-bcbf-a1ea0a99de93,53,9/26/2020 8:44:13 AM,9/26/2020 8:45:56 AM,9/26/2020 8:45:56 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,4,Yes,4,4,NA,1,2,NA,Yes,114.1389272,-21.95459621,NA,197,NA,9/26/2020 9:04:08 AM,9/26/2020 9:04:08 AM,Trolling on way back to Exmouth boat ramp from previous site.,NA,Trolling,NA,Lure,4,5,0,2,NA,0,NA,0,NA,Squid,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1418187,-21.95905643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
159,9358faa8-7c60-41fc-83e7-46b66a352f20,6cfd23ba-0d6e-4b8a-bcbf-a1ea0a99de93,53,9/26/2020 8:44:13 AM,9/26/2020 8:45:56 AM,9/26/2020 8:45:56 AM,Afternoon,Nicole,Exmouth,ExBR,Yes,No,Yes,4,Yes,4,4,NA,1,2,NA,Yes,114.1389272,-21.95459621,NA,196,NA,9/26/2020 8:55:40 AM,9/26/2020 8:55:40 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,,Whale watching,NA,NA,NA,Megafauna,NA,EndOfDay,NA,114.2130526,-22.0250649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Non-extractive,Afternoon
